id,trials,optimal_path,highest_reward_path,number_max_rewards,in_optimal_path
9,38,1,"[0, 1, 3]",3,True
9,39,4,"[0, 1, 2, 3, 4]",2,True
9,40,4,"[4, 5]",1,True
9,41,6,[6],1,True
9,42,4,[4],1,True
9,43,1,"[0, 1]",1,True
9,44,6,"[4, 5, 6, 7]",2,True
9,45,1,[1],1,True
9,46,2,[2],1,True
9,47,3,[3],1,True
9,48,1,"[6, 7]",2,False
9,49,2,"[0, 1, 2, 3, 4, 5, 6, 7]",8,True
9,50,3,"[2, 3]",1,True
9,51,3,"[3, 4, 5]",2,True
9,52,3,"[0, 1, 2, 3]",2,True
9,53,6,"[2, 3, 6]",3,True
9,54,3,[3],1,True
9,55,3,[3],1,True
9,56,1,"[0, 1]",2,True
9,57,4,[4],1,True
9,58,3,"[0, 1, 2, 3]",2,True
9,59,1,"[0, 1]",1,True
9,60,2,[2],1,True
9,61,1,[1],1,True
9,62,1,"[4, 5]",2,False
9,63,3,[3],1,True
9,64,3,"[0, 1, 2, 3]",1,True
9,65,3,"[0, 1, 2, 3, 5, 6, 7]",6,True
9,66,3,"[2, 3]",1,True
9,67,2,"[0, 1, 2, 3]",2,True
9,68,3,"[0, 1, 2, 3]",2,True
9,69,3,"[2, 3]",1,True
9,70,3,"[2, 3]",2,True
9,71,3,[3],1,True
9,72,3,"[3, 4, 5, 6, 7]",2,True
9,73,3,"[0, 1, 2, 3, 5]",3,True
9,74,3,"[0, 1, 2, 3]",1,True
9,75,2,"[4, 5, 6, 7]",4,False
9,76,3,[3],1,True
9,77,2,"[0, 1, 2, 3]",1,True
9,78,1,[1],1,True
9,79,4,[4],1,True
9,80,1,[1],1,True
9,81,3,[3],1,True
9,82,2,[2],1,True
9,83,1,"[1, 4, 5]",3,True
9,84,3,"[0, 1, 2, 3]",2,True
9,85,3,"[0, 1, 2, 3]",1,True
9,86,3,"[2, 3]",2,True
9,87,3,[4],1,False
9,88,2,[2],1,True
9,89,3,[3],1,True
9,90,3,"[0, 1, 2, 3]",1,True
9,91,5,"[0, 1]",2,False
9,92,3,[3],1,True
9,93,2,[2],1,True
9,94,2,[2],1,True
9,95,3,"[0, 2, 3]",3,True
9,96,3,"[2, 3]",1,True
9,97,5,"[4, 5]",2,True
9,98,5,"[0, 1, 5]",3,True
9,99,3,"[2, 3, 6, 7]",2,True
