"X","trial","trial_reward","total_reward","optimal_path","chosen_path","habit_path","distance","optimality","habit_test_trial","n_habit_test_trial","id"
18,18,11,333,6,7,5,2,FALSE,0,0,19
19,19,17,350,5,7,5,0,FALSE,0,0,19
20,20,9,359,3,0,5,3,FALSE,0,0,19
21,21,22,381,4,4,5,1,TRUE,0,0,19
22,22,19,400,4,4,5,1,TRUE,0,0,19
23,23,12,412,4,4,5,1,TRUE,0,0,19
24,24,23,435,5,5,5,0,TRUE,1,1,19
25,25,10,445,5,5,5,0,TRUE,0,0,19
26,26,18,463,6,4,5,2,FALSE,0,0,19
27,27,8,471,6,3,5,2,FALSE,0,0,19
28,28,21,492,5,7,5,0,FALSE,0,0,19
29,29,18,510,0,0,5,3,TRUE,0,0,19
30,30,15,525,5,5,5,0,TRUE,0,0,19
31,31,13,538,4,4,5,1,TRUE,0,0,19
32,32,15,553,5,5,5,0,TRUE,0,0,19
33,33,9,562,5,4,5,0,FALSE,0,0,19
34,34,18,580,5,3,5,0,FALSE,0,0,19
35,35,10,590,6,7,5,2,FALSE,0,0,19
36,36,13,603,1,1,5,3,TRUE,0,0,19
37,37,21,624,5,5,5,0,TRUE,0,0,19
38,38,19,643,5,5,5,0,TRUE,0,0,19
39,39,16,659,4,4,5,1,TRUE,0,0,19
40,40,10,669,2,7,5,3,FALSE,0,0,19
41,41,16,685,1,1,5,3,TRUE,0,0,19
42,42,17,702,5,3,5,0,FALSE,1,2,19
43,43,16,718,4,4,5,1,TRUE,0,0,19
44,44,15,733,5,0,5,0,FALSE,0,0,19
45,45,13,746,6,7,5,2,FALSE,0,0,19
46,46,16,762,5,5,5,0,TRUE,0,0,19
47,47,14,776,5,5,5,0,TRUE,0,0,19
48,48,16,792,6,6,5,2,TRUE,0,0,19
49,49,9,801,5,0,5,0,FALSE,0,0,19
50,50,20,821,3,3,5,3,TRUE,0,0,19
51,51,18,839,4,4,5,1,TRUE,0,0,19
52,52,17,856,5,5,5,0,TRUE,0,0,19
53,53,19,875,5,4,5,0,FALSE,0,0,19
54,54,18,893,4,4,5,1,TRUE,0,0,19
55,55,12,905,5,4,5,0,FALSE,0,0,19
56,56,9,914,2,5,5,3,FALSE,0,0,19
57,57,18,932,6,7,5,2,FALSE,0,0,19
58,58,8,940,4,2,5,1,FALSE,0,0,19
59,59,7,947,5,7,5,0,FALSE,0,0,19
60,60,11,958,5,3,5,0,FALSE,1,3,19
61,61,17,975,5,4,5,0,FALSE,0,0,19
62,62,20,995,4,4,5,1,TRUE,0,0,19
63,63,15,1010,5,5,5,0,TRUE,0,0,19
64,64,24,1034,4,4,5,1,TRUE,0,0,19
65,65,13,1047,5,0,5,0,FALSE,0,0,19
66,66,24,1071,6,6,5,2,TRUE,0,0,19
67,67,10,1081,5,7,5,0,FALSE,0,0,19
68,68,10,1091,5,3,5,0,FALSE,0,0,19
69,69,18,1109,5,5,5,0,TRUE,0,0,19
70,70,18,1127,4,3,5,1,FALSE,0,0,19
71,71,26,1153,6,6,5,2,TRUE,0,0,19
72,72,15,1168,5,5,5,0,TRUE,0,0,19
73,73,9,1177,5,5,5,0,TRUE,0,0,19
74,74,14,1191,5,5,5,0,TRUE,0,0,19
75,75,13,1204,5,7,5,0,FALSE,0,0,19
76,76,14,1218,6,7,5,2,FALSE,0,0,19
77,77,20,1238,6,5,5,2,FALSE,0,0,19
78,78,18,1256,5,5,5,0,TRUE,0,0,19
79,79,18,1274,5,5,5,0,TRUE,0,0,19
80,80,16,1290,1,1,5,3,TRUE,0,0,19
81,81,27,1317,3,3,5,3,TRUE,0,0,19
82,82,10,1327,5,2,5,0,FALSE,1,4,19
83,83,15,1342,6,6,5,2,TRUE,0,0,19
84,84,22,1364,5,5,5,0,TRUE,0,0,19
85,85,11,1375,6,7,5,2,FALSE,0,0,19
86,86,11,1386,4,1,5,1,FALSE,0,0,19
87,87,8,1394,3,4,5,3,FALSE,0,0,19
88,88,23,1417,6,6,5,2,TRUE,0,0,19
89,89,13,1430,1,0,5,3,FALSE,0,0,19
90,90,15,1445,5,5,5,0,TRUE,0,0,19
91,91,17,1462,5,5,5,0,TRUE,0,0,19
92,92,13,1475,1,1,5,3,TRUE,0,0,19
93,93,14,1489,5,4,5,0,FALSE,0,0,19
94,94,7,1496,5,4,5,0,FALSE,0,0,19
95,95,14,1510,4,4,5,1,TRUE,0,0,19
96,96,16,1526,5,5,5,0,TRUE,0,0,19
97,97,18,1544,4,4,5,1,TRUE,0,0,19
98,98,14,1558,5,5,5,0,TRUE,0,0,19
99,99,18,1576,3,2,5,3,FALSE,0,0,19
0,0,12,12,5,5,5,0,TRUE,0,0,2
1,1,16,28,0,0,5,3,TRUE,0,0,2
2,2,19,47,1,1,5,3,TRUE,0,0,2
3,3,23,70,5,5,5,0,TRUE,0,0,2
4,4,21,91,7,7,5,2,TRUE,0,0,2
5,5,18,109,5,4,5,0,FALSE,0,0,2
6,6,14,123,1,1,5,3,TRUE,0,0,2
7,7,10,133,5,5,5,0,TRUE,0,0,2
8,8,23,156,5,5,5,0,TRUE,0,0,2
9,9,7,163,7,7,5,2,TRUE,0,0,2
10,10,15,178,5,5,5,0,TRUE,0,0,2
11,11,11,189,5,5,5,0,TRUE,0,0,2
12,12,19,208,5,0,5,0,FALSE,0,0,2
13,13,11,219,4,5,5,1,FALSE,0,0,2
14,14,11,230,4,4,5,1,TRUE,0,0,2
15,15,11,241,5,5,5,0,TRUE,0,0,2
16,16,22,263,5,5,5,0,TRUE,0,0,2
17,17,25,288,5,5,5,0,TRUE,0,0,2
18,18,18,306,0,0,5,3,TRUE,0,0,2
19,19,9,315,3,5,5,3,FALSE,0,0,2
20,20,21,336,4,4,5,1,TRUE,0,0,2
21,21,5,341,5,0,5,0,FALSE,1,1,2
22,22,18,359,0,0,5,3,TRUE,0,0,2
23,23,24,383,5,5,5,0,TRUE,0,0,2
24,24,11,394,2,2,5,3,TRUE,0,0,2
25,25,12,406,3,3,5,3,TRUE,0,0,2
26,26,17,423,5,5,5,0,TRUE,0,0,2
27,27,18,441,5,5,5,0,TRUE,0,0,2
28,28,11,452,6,7,5,2,FALSE,0,0,2
29,29,22,474,5,5,5,0,TRUE,0,0,2
30,30,11,485,2,2,5,3,TRUE,0,0,2
31,31,20,505,3,3,5,3,TRUE,0,0,2
32,32,21,526,4,5,5,1,FALSE,0,0,2
33,33,17,543,5,5,5,0,TRUE,0,0,2
34,34,14,557,5,5,5,0,TRUE,0,0,2
35,35,20,577,3,3,5,3,TRUE,0,0,2
36,36,22,599,4,4,5,1,TRUE,0,0,2
37,37,13,612,5,5,5,0,TRUE,0,0,2
38,38,18,630,5,5,5,0,TRUE,0,0,2
39,39,13,643,7,0,5,2,FALSE,0,0,2
40,40,12,655,5,0,5,0,FALSE,1,2,2
41,41,13,668,6,0,5,2,FALSE,0,0,2
42,42,11,679,5,5,5,0,TRUE,0,0,2
43,43,24,703,5,5,5,0,TRUE,0,0,2
44,44,24,727,4,4,5,1,TRUE,0,0,2
45,45,21,748,5,5,5,0,TRUE,0,0,2
46,46,13,761,4,4,5,1,TRUE,0,0,2
47,47,21,782,5,1,5,0,FALSE,0,0,2
48,48,24,806,6,6,5,2,TRUE,0,0,2
49,49,20,826,5,5,5,0,TRUE,0,0,2
50,50,10,836,6,4,5,2,FALSE,0,0,2
51,51,13,849,4,5,5,1,FALSE,0,0,2
52,52,16,865,4,4,5,1,TRUE,0,0,2
53,53,19,884,5,5,5,0,TRUE,0,0,2
54,54,10,894,6,3,5,2,FALSE,0,0,2
55,55,18,912,5,5,5,0,TRUE,0,0,2
56,56,19,931,6,6,5,2,TRUE,0,0,2
57,57,21,952,5,5,5,0,TRUE,0,0,2
58,58,8,960,5,5,5,0,TRUE,0,0,2
59,59,19,979,5,5,5,0,TRUE,0,0,2
60,60,12,991,5,0,5,0,FALSE,1,3,2
61,61,12,1003,6,3,5,2,FALSE,0,0,2
62,62,15,1018,4,4,5,1,TRUE,0,0,2
63,63,19,1037,6,6,5,2,TRUE,0,0,2
64,64,15,1052,5,5,5,0,TRUE,0,0,2
65,65,12,1064,5,5,5,0,TRUE,0,0,2
66,66,15,1079,1,1,5,3,TRUE,0,0,2
67,67,11,1090,5,6,5,0,FALSE,0,0,2
68,68,18,1108,4,4,5,1,TRUE,0,0,2
69,69,15,1123,5,5,5,0,TRUE,0,0,2
70,70,16,1139,4,4,5,1,TRUE,0,0,2
71,71,24,1163,5,5,5,0,TRUE,0,0,2
72,72,15,1178,4,4,5,1,TRUE,0,0,2
73,73,15,1193,5,5,5,0,TRUE,0,0,2
74,74,22,1215,5,5,5,0,TRUE,0,0,2
75,75,22,1237,3,3,5,3,TRUE,0,0,2
76,76,12,1249,6,7,5,2,FALSE,0,0,2
77,77,23,1272,2,2,5,3,TRUE,0,0,2
78,78,13,1285,5,5,5,0,TRUE,0,0,2
79,79,19,1304,2,2,5,3,TRUE,0,0,2
80,80,10,1314,5,0,5,0,FALSE,1,4,2
81,81,19,1333,5,5,5,0,TRUE,0,0,2
82,82,10,1343,5,2,5,0,FALSE,0,0,2
83,83,19,1362,6,6,5,2,TRUE,0,0,2
84,84,18,1380,5,5,5,0,TRUE,0,0,2
85,85,16,1396,3,3,5,3,TRUE,0,0,2
86,86,24,1420,2,3,5,3,FALSE,0,0,2
87,87,16,1436,3,3,5,3,TRUE,0,0,2
88,88,18,1454,1,1,5,3,TRUE,0,0,2
89,89,15,1469,3,2,5,3,FALSE,0,0,2
90,90,14,1483,6,6,5,2,TRUE,0,0,2
91,91,9,1492,5,5,5,0,TRUE,0,0,2
92,92,18,1510,5,5,5,0,TRUE,0,0,2
93,93,20,1530,3,3,5,3,TRUE,0,0,2
94,94,20,1550,5,5,5,0,TRUE,0,0,2
95,95,15,1565,4,4,5,1,TRUE,0,0,2
96,96,20,1585,5,5,5,0,TRUE,0,0,2
97,97,14,1599,4,4,5,1,TRUE,0,0,2
98,98,19,1618,5,5,5,0,TRUE,0,0,2
99,99,19,1637,5,7,5,0,FALSE,0,0,2
0,0,7,7,5,0,5,0,FALSE,0,0,20
1,1,15,22,5,1,5,0,FALSE,0,0,20
2,2,19,41,5,4,5,0,FALSE,0,0,20
3,3,20,61,6,7,5,2,FALSE,0,0,20
4,4,13,74,5,5,5,0,TRUE,0,0,20
5,5,22,96,4,4,5,1,TRUE,0,0,20
6,6,3,99,5,3,5,0,FALSE,0,0,20
7,7,14,113,4,3,5,1,FALSE,0,0,20
8,8,12,125,5,4,5,0,FALSE,0,0,20
9,9,14,139,4,4,5,1,TRUE,0,0,20
10,10,7,146,1,3,5,3,FALSE,0,0,20
11,11,16,162,5,4,5,0,FALSE,0,0,20
12,12,18,180,7,4,5,2,FALSE,0,0,20
13,13,19,199,0,5,5,3,FALSE,0,0,20
14,14,20,219,2,3,5,3,FALSE,0,0,20
15,15,10,229,4,5,5,1,FALSE,0,0,20
16,16,16,245,5,4,5,0,FALSE,0,0,20
17,17,10,255,5,4,5,0,FALSE,0,0,20
18,18,12,267,4,4,5,1,TRUE,0,0,20
19,19,21,288,5,5,5,0,TRUE,0,0,20
20,20,14,302,0,0,5,3,TRUE,0,0,20
21,21,18,320,5,4,5,0,FALSE,1,1,20
22,22,15,335,4,4,5,1,TRUE,0,0,20
23,23,16,351,3,5,5,3,FALSE,0,0,20
24,24,12,363,5,5,5,0,TRUE,0,0,20
25,25,8,371,5,4,5,0,FALSE,0,0,20
26,26,24,395,5,5,5,0,TRUE,0,0,20
27,27,8,403,5,5,5,0,TRUE,0,0,20
28,28,17,420,0,0,5,3,TRUE,0,0,20
29,29,18,438,4,4,5,1,TRUE,0,0,20
30,30,20,458,5,4,5,0,FALSE,0,0,20
31,31,23,481,5,5,5,0,TRUE,0,0,20
32,32,10,491,5,0,5,0,FALSE,0,0,20
33,33,13,504,4,4,5,1,TRUE,0,0,20
34,34,22,526,4,5,5,1,FALSE,0,0,20
35,35,21,547,5,5,5,0,TRUE,0,0,20
36,36,15,562,4,5,5,1,FALSE,0,0,20
37,37,10,572,7,4,5,2,FALSE,0,0,20
38,38,13,585,7,5,5,2,FALSE,0,0,20
39,39,10,595,5,5,5,0,TRUE,0,0,20
40,40,6,601,5,3,5,0,FALSE,1,2,20
41,41,12,613,5,5,5,0,TRUE,0,0,20
42,42,19,632,5,5,5,0,TRUE,0,0,20
43,43,2,634,5,0,5,0,FALSE,0,0,20
44,44,10,644,3,1,5,3,FALSE,0,0,20
45,45,10,654,6,4,5,2,FALSE,0,0,20
46,46,22,676,4,4,5,1,TRUE,0,0,20
47,47,13,689,5,4,5,0,FALSE,0,0,20
48,48,15,704,3,0,5,3,FALSE,0,0,20
49,49,8,712,5,4,5,0,FALSE,0,0,20
50,50,19,731,5,4,5,0,FALSE,0,0,20
51,51,10,741,5,4,5,0,FALSE,0,0,20
52,52,17,758,6,4,5,2,FALSE,0,0,20
53,53,9,767,5,5,5,0,TRUE,0,0,20
54,54,10,777,1,3,5,3,FALSE,0,0,20
55,55,20,797,6,0,5,2,FALSE,0,0,20
56,56,12,809,3,0,5,3,FALSE,0,0,20
57,57,17,826,5,4,5,0,FALSE,0,0,20
58,58,17,843,4,4,5,1,TRUE,0,0,20
59,59,15,858,4,4,5,1,TRUE,0,0,20
60,60,16,874,5,1,5,0,FALSE,1,3,20
61,61,20,894,6,4,5,2,FALSE,0,0,20
62,62,19,913,5,1,5,0,FALSE,0,0,20
63,63,9,922,5,4,5,0,FALSE,0,0,20
64,64,9,931,5,6,5,0,FALSE,0,0,20
65,65,16,947,4,4,5,1,TRUE,0,0,20
66,66,21,968,5,5,5,0,TRUE,0,0,20
67,67,16,984,4,4,5,1,TRUE,0,0,20
68,68,14,998,4,5,5,1,FALSE,0,0,20
69,69,16,1014,6,4,5,2,FALSE,0,0,20
70,70,21,1035,5,5,5,0,TRUE,0,0,20
71,71,12,1047,5,5,5,0,TRUE,0,0,20
72,72,8,1055,5,4,5,0,FALSE,0,0,20
73,73,10,1065,2,5,5,3,FALSE,0,0,20
74,74,8,1073,5,4,5,0,FALSE,0,0,20
75,75,10,1083,6,4,5,2,FALSE,0,0,20
76,76,12,1095,6,5,5,2,FALSE,0,0,20
77,77,9,1104,5,5,5,0,TRUE,0,0,20
78,78,4,1108,5,-1,5,0,FALSE,0,0,20
79,79,9,1117,4,1,5,1,FALSE,0,0,20
80,80,17,1134,5,1,5,0,FALSE,1,4,20
81,81,15,1149,4,4,5,1,TRUE,0,0,20
82,82,9,1158,2,4,5,3,FALSE,0,0,20
83,83,21,1179,5,4,5,0,FALSE,0,0,20
84,84,20,1199,6,4,5,2,FALSE,0,0,20
85,85,13,1212,2,4,5,3,FALSE,0,0,20
86,86,9,1221,2,4,5,3,FALSE,0,0,20
87,87,16,1237,5,5,5,0,TRUE,0,0,20
88,88,16,1253,5,4,5,0,FALSE,0,0,20
89,89,18,1271,5,4,5,0,FALSE,0,0,20
90,90,13,1284,5,4,5,0,FALSE,0,0,20
91,91,12,1296,5,4,5,0,FALSE,0,0,20
92,92,9,1305,6,5,5,2,FALSE,0,0,20
93,93,12,1317,4,5,5,1,FALSE,0,0,20
94,94,18,1335,2,5,5,3,FALSE,0,0,20
95,95,12,1347,3,4,5,3,FALSE,0,0,20
96,96,20,1367,5,5,5,0,TRUE,0,0,20
97,97,9,1376,6,5,5,2,FALSE,0,0,20
98,98,21,1397,4,5,5,1,FALSE,0,0,20
99,99,11,1408,5,5,5,0,TRUE,0,0,20
0,0,17,17,2,7,2,0,FALSE,0,0,21
1,1,15,32,3,7,2,1,FALSE,0,0,21
2,2,15,47,0,0,2,2,TRUE,0,0,21
3,3,8,55,2,0,2,0,FALSE,0,0,21
4,4,17,72,2,3,2,0,FALSE,0,0,21
5,5,11,83,2,2,2,0,TRUE,0,0,21
6,6,21,104,2,2,2,0,TRUE,0,0,21
7,7,10,114,3,7,2,1,FALSE,0,0,21
8,8,16,130,4,4,2,3,TRUE,0,0,21
9,9,12,142,2,2,2,0,TRUE,0,0,21
10,10,14,156,2,3,2,0,FALSE,0,0,21
11,11,20,176,2,2,2,0,TRUE,0,0,21
12,12,11,187,5,5,2,3,TRUE,0,0,21
13,13,15,202,3,5,2,1,FALSE,0,0,21
14,14,13,215,4,0,2,3,FALSE,0,0,21
15,15,19,234,4,4,2,3,TRUE,0,0,21
16,16,11,245,2,5,2,0,FALSE,0,0,21
17,17,21,266,3,3,2,1,TRUE,0,0,21
18,18,11,277,3,3,2,1,TRUE,0,0,21
19,19,10,287,2,0,2,0,FALSE,0,0,21
20,20,12,299,1,0,2,2,FALSE,0,0,21
21,21,21,320,6,6,2,3,TRUE,0,0,21
22,22,22,342,3,3,2,1,TRUE,0,0,21
23,23,10,352,2,7,2,0,FALSE,1,1,21
24,24,14,366,2,0,2,0,FALSE,0,0,21
25,25,11,377,2,2,2,0,TRUE,0,0,21
26,26,19,396,2,2,2,0,TRUE,0,0,21
27,27,16,412,6,3,2,3,FALSE,0,0,21
28,28,16,428,2,2,2,0,TRUE,0,0,21
29,29,20,448,1,1,2,2,TRUE,0,0,21
30,30,13,461,2,0,2,0,FALSE,0,0,21
31,31,15,476,2,2,2,0,TRUE,0,0,21
32,32,10,486,5,7,2,3,FALSE,0,0,21
33,33,21,507,1,1,2,2,TRUE,0,0,21
34,34,9,516,3,2,2,1,FALSE,0,0,21
35,35,11,527,4,0,2,3,FALSE,0,0,21
36,36,8,535,2,7,2,0,FALSE,0,0,21
37,37,21,556,2,1,2,0,FALSE,0,0,21
38,38,23,579,2,2,2,0,TRUE,0,0,21
39,39,20,599,1,1,2,2,TRUE,0,0,21
40,40,4,603,2,5,2,0,FALSE,1,2,21
41,41,10,613,2,3,2,0,FALSE,0,0,21
42,42,14,627,2,2,2,0,TRUE,0,0,21
43,43,9,636,2,2,2,0,TRUE,0,0,21
44,44,20,656,5,5,2,3,TRUE,0,0,21
45,45,16,672,2,2,2,0,TRUE,0,0,21
46,46,13,685,3,2,2,1,FALSE,0,0,21
47,47,14,699,2,2,2,0,TRUE,0,0,21
48,48,21,720,2,0,2,0,FALSE,0,0,21
49,49,8,728,2,3,2,0,FALSE,0,0,21
50,50,18,746,1,1,2,2,TRUE,0,0,21
51,51,24,770,1,1,2,2,TRUE,0,0,21
52,52,18,788,2,2,2,0,TRUE,0,0,21
53,53,17,805,2,7,2,0,FALSE,0,0,21
54,54,13,818,3,2,2,1,FALSE,0,0,21
55,55,11,829,2,2,2,0,TRUE,0,0,21
56,56,9,838,2,2,2,0,TRUE,0,0,21
57,57,13,851,2,2,2,0,TRUE,0,0,21
58,58,9,860,2,2,2,0,TRUE,0,0,21
59,59,9,869,2,2,2,0,TRUE,0,0,21
60,60,15,884,2,2,2,0,TRUE,1,3,21
61,61,20,904,1,1,2,2,TRUE,0,0,21
62,62,15,919,4,3,2,3,FALSE,0,0,21
63,63,13,932,3,3,2,1,TRUE,0,0,21
64,64,13,945,1,1,2,2,TRUE,0,0,21
65,65,25,970,2,2,2,0,TRUE,0,0,21
66,66,15,985,1,1,2,2,TRUE,0,0,21
67,67,17,1002,6,7,2,3,FALSE,0,0,21
68,68,21,1023,2,2,2,0,TRUE,0,0,21
69,69,14,1037,2,2,2,0,TRUE,0,0,21
70,70,15,1052,4,4,2,3,TRUE,0,0,21
71,71,15,1067,4,4,2,3,TRUE,0,0,21
72,72,16,1083,1,1,2,2,TRUE,0,0,21
73,73,23,1106,5,5,2,3,TRUE,0,0,21
74,74,13,1119,1,1,2,2,TRUE,0,0,21
75,75,17,1136,3,3,2,1,TRUE,0,0,21
76,76,20,1156,3,3,2,1,TRUE,0,0,21
77,77,13,1169,2,2,2,0,TRUE,0,0,21
78,78,21,1190,2,2,2,0,TRUE,0,0,21
79,79,17,1207,6,6,2,3,TRUE,0,0,21
80,80,21,1228,2,2,2,0,TRUE,1,4,21
81,81,17,1245,3,2,2,1,FALSE,0,0,21
82,82,18,1263,2,2,2,0,TRUE,0,0,21
83,83,20,1283,1,1,2,2,TRUE,0,0,21
84,84,24,1307,2,2,2,0,TRUE,0,0,21
85,85,15,1322,1,1,2,2,TRUE,0,0,21
86,86,20,1342,2,2,2,0,TRUE,0,0,21
87,87,13,1355,3,3,2,1,TRUE,0,0,21
88,88,17,1372,4,4,2,3,TRUE,0,0,21
89,89,23,1395,3,3,2,1,TRUE,0,0,21
90,90,14,1409,2,2,2,0,TRUE,0,0,21
91,91,20,1429,3,3,2,1,TRUE,0,0,21
92,92,22,1451,1,1,2,2,TRUE,0,0,21
93,93,13,1464,3,3,2,1,TRUE,0,0,21
94,94,18,1482,2,2,2,0,TRUE,0,0,21
95,95,11,1493,2,2,2,0,TRUE,0,0,21
96,96,12,1505,5,5,2,3,TRUE,0,0,21
97,97,16,1521,2,2,2,0,TRUE,0,0,21
98,98,15,1536,2,2,2,0,TRUE,0,0,21
99,99,23,1559,6,6,2,3,TRUE,0,0,21
0,0,12,12,0,0,3,2,TRUE,0,0,22
1,1,11,23,3,2,3,0,FALSE,0,0,22
2,2,18,41,3,1,3,0,FALSE,0,0,22
3,3,14,55,3,2,3,0,FALSE,0,0,22
4,4,21,76,3,3,3,0,TRUE,0,0,22
5,5,13,89,2,1,3,1,FALSE,0,0,22
6,6,11,100,3,1,3,0,FALSE,0,0,22
7,7,21,121,3,3,3,0,TRUE,0,0,22
8,8,12,133,3,3,3,0,TRUE,0,0,22
9,9,17,150,5,5,3,3,TRUE,0,0,22
10,10,18,168,3,3,3,0,TRUE,0,0,22
11,11,23,191,3,3,3,0,TRUE,0,0,22
12,12,24,215,2,2,3,1,TRUE,0,0,22
13,13,17,232,3,2,3,0,FALSE,0,0,22
14,14,19,251,3,7,3,0,FALSE,0,0,22
15,15,16,267,3,3,3,0,TRUE,0,0,22
16,16,17,284,2,1,3,1,FALSE,0,0,22
17,17,15,299,2,0,3,1,FALSE,0,0,22
18,18,15,314,1,1,3,2,TRUE,0,0,22
19,19,14,328,3,3,3,0,TRUE,0,0,22
20,20,7,335,4,7,3,3,FALSE,0,0,22
21,21,8,343,3,2,3,0,FALSE,1,1,22
22,22,16,359,5,5,3,3,TRUE,0,0,22
23,23,13,372,0,3,3,2,FALSE,0,0,22
24,24,15,387,1,5,3,2,FALSE,0,0,22
25,25,20,407,3,3,3,0,TRUE,0,0,22
26,26,13,420,3,3,3,0,TRUE,0,0,22
27,27,10,430,1,0,3,2,FALSE,0,0,22
28,28,10,440,2,2,3,1,TRUE,0,0,22
29,29,15,455,6,6,3,3,TRUE,0,0,22
30,30,6,461,7,3,3,3,FALSE,0,0,22
31,31,12,473,3,3,3,0,TRUE,0,0,22
32,32,14,487,3,3,3,0,TRUE,0,0,22
33,33,19,506,2,2,3,1,TRUE,0,0,22
34,34,10,516,5,5,3,3,TRUE,0,0,22
35,35,21,537,0,0,3,2,TRUE,0,0,22
36,36,12,549,0,0,3,2,TRUE,0,0,22
37,37,20,569,0,0,3,2,TRUE,0,0,22
38,38,21,590,3,3,3,0,TRUE,0,0,22
39,39,18,608,3,3,3,0,TRUE,0,0,22
40,40,19,627,3,7,3,0,FALSE,1,2,22
41,41,19,646,4,4,3,3,TRUE,0,0,22
42,42,20,666,3,3,3,0,TRUE,0,0,22
43,43,15,681,3,3,3,0,TRUE,0,0,22
44,44,21,702,2,2,3,1,TRUE,0,0,22
45,45,10,712,3,3,3,0,TRUE,0,0,22
46,46,22,734,4,5,3,3,FALSE,0,0,22
47,47,22,756,2,2,3,1,TRUE,0,0,22
48,48,21,777,2,2,3,1,TRUE,0,0,22
49,49,10,787,3,3,3,0,TRUE,0,0,22
50,50,18,805,3,3,3,0,TRUE,0,0,22
51,51,9,814,3,3,3,0,TRUE,0,0,22
52,52,19,833,1,1,3,2,TRUE,0,0,22
53,53,19,852,5,5,3,3,TRUE,0,0,22
54,54,17,869,2,2,3,1,TRUE,0,0,22
55,55,17,886,3,3,3,0,TRUE,0,0,22
56,56,15,901,1,1,3,2,TRUE,0,0,22
57,57,19,920,3,3,3,0,TRUE,0,0,22
58,58,17,937,1,1,3,2,TRUE,0,0,22
59,59,15,952,2,2,3,1,TRUE,0,0,22
60,60,18,970,3,2,3,0,FALSE,1,3,22
61,61,10,980,3,3,3,0,TRUE,0,0,22
62,62,24,1004,3,3,3,0,TRUE,0,0,22
63,63,16,1020,3,3,3,0,TRUE,0,0,22
64,64,16,1036,3,3,3,0,TRUE,0,0,22
65,65,8,1044,3,7,3,0,FALSE,0,0,22
66,66,22,1066,3,3,3,0,TRUE,0,0,22
67,67,14,1080,3,3,3,0,TRUE,0,0,22
68,68,15,1095,6,6,3,3,TRUE,0,0,22
69,69,20,1115,6,6,3,3,TRUE,0,0,22
70,70,16,1131,2,2,3,1,TRUE,0,0,22
71,71,13,1144,1,1,3,2,TRUE,0,0,22
72,72,12,1156,1,5,3,2,FALSE,0,0,22
73,73,16,1172,6,6,3,3,TRUE,0,0,22
74,74,22,1194,3,3,3,0,TRUE,0,0,22
75,75,17,1211,1,1,3,2,TRUE,0,0,22
76,76,21,1232,2,3,3,1,FALSE,0,0,22
77,77,21,1253,5,5,3,3,TRUE,0,0,22
78,78,11,1264,3,2,3,0,FALSE,0,0,22
79,79,17,1281,1,1,3,2,TRUE,0,0,22
80,80,23,1304,1,1,3,2,TRUE,0,0,22
81,81,23,1327,1,1,3,2,TRUE,0,0,22
82,82,25,1352,6,6,3,3,TRUE,0,0,22
83,83,10,1362,3,7,3,0,FALSE,1,4,22
84,84,12,1374,3,7,3,0,FALSE,0,0,22
85,85,12,1386,3,3,3,0,TRUE,0,0,22
86,86,22,1408,6,6,3,3,TRUE,0,0,22
87,87,12,1420,3,2,3,0,FALSE,0,0,22
88,88,17,1437,3,3,3,0,TRUE,0,0,22
89,89,19,1456,3,3,3,0,TRUE,0,0,22
90,90,20,1476,3,6,3,0,FALSE,0,0,22
91,91,20,1496,3,3,3,0,TRUE,0,0,22
92,92,21,1517,3,3,3,0,TRUE,0,0,22
93,93,18,1535,2,2,3,1,TRUE,0,0,22
94,94,20,1555,2,2,3,1,TRUE,0,0,22
95,95,19,1574,2,2,3,1,TRUE,0,0,22
96,96,22,1596,3,3,3,0,TRUE,0,0,22
97,97,17,1613,4,4,3,3,TRUE,0,0,22
98,98,19,1632,3,3,3,0,TRUE,0,0,22
99,99,18,1650,1,1,3,2,TRUE,0,0,22
0,0,19,19,3,0,2,1,FALSE,0,0,23
1,1,10,29,1,6,2,2,FALSE,0,0,23
2,2,18,47,2,2,2,0,TRUE,0,0,23
3,3,17,64,2,2,2,0,TRUE,0,0,23
4,4,17,81,2,2,2,0,TRUE,0,0,23
5,5,17,98,3,2,2,1,FALSE,0,0,23
6,6,15,113,7,7,2,3,TRUE,0,0,23
7,7,23,136,2,2,2,0,TRUE,0,0,23
8,8,17,153,2,2,2,0,TRUE,0,0,23
9,9,16,169,3,0,2,1,FALSE,0,0,23
10,10,16,185,2,2,2,0,TRUE,0,0,23
11,11,10,195,2,6,2,0,FALSE,0,0,23
12,12,22,217,2,2,2,0,TRUE,0,0,23
13,13,10,227,2,1,2,0,FALSE,0,0,23
14,14,20,247,3,2,2,1,FALSE,0,0,23
15,15,14,261,4,4,2,3,TRUE,0,0,23
16,16,6,267,2,5,2,0,FALSE,0,0,23
17,17,9,276,4,4,2,3,TRUE,0,0,23
18,18,12,288,2,2,2,0,TRUE,0,0,23
19,19,17,305,2,2,2,0,TRUE,0,0,23
20,20,21,326,1,1,2,2,TRUE,0,0,23
21,21,13,339,1,0,2,2,FALSE,0,0,23
22,22,7,346,6,2,2,3,FALSE,0,0,23
23,23,7,353,2,5,2,0,FALSE,1,1,23
24,24,20,373,2,2,2,0,TRUE,0,0,23
25,25,17,390,1,0,2,2,FALSE,0,0,23
26,26,14,404,2,2,2,0,TRUE,0,0,23
